Our Order id 	 passtype 	 session 	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 150677	 passtype order	 session fopit07jal1p67tkq594emajh3	 timestamp 20121102090916	 Result 00	 Order id 20121102090916-271	 message APPROVAL	 authcode T06462	 pasref 13518512439429482	 md5 edc869d48988a2327cbd0ad924d3d4cf
Our Order id 150762	 passtype order	 session n8ddiphe9a0724kkg1fp2gtm17	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 150762	 passtype order	 session n8ddiphe9a0724kkg1fp2gtm17	 timestamp 20121102163304	 Result 00	 Order id 20121102163304-996	 message APPROVAL	 authcode 425317	 pasref 13518778349708818	 md5 8508efb23c83f55047a45e28c9e4ffe9
Our Order id 150766	 passtype order	 session sq5mqc2nh4vpnv3rrhsfr5ra36	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 150766	 passtype order	 session sq5mqc2nh4vpnv3rrhsfr5ra36	 timestamp 20121102181016	 Result 00	 Order id 20121102181016-419	 message APPROVAL	 authcode T40750	 pasref 13518836654924194	 md5 9da7e839e6c668d78276625e020c1ae9
Our Order id 150825	 passtype order	 session s8s0gh9h8a3j3lmeg84mi3kqb7	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 150825	 passtype order	 session s8s0gh9h8a3j3lmeg84mi3kqb7	 timestamp 20121103195756	 Result 00	 Order id 20121103195756-425	 message APPROVAL	 authcode T06739	 pasref 13519765711883990	 md5 5a03fb970a5d8dc95695c39106d09184
Our Order id 150833	 passtype order	 session hvjnh0315hi1chldmb0bvmhr24	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 150833	 passtype order	 session hvjnh0315hi1chldmb0bvmhr24	 timestamp 20121104014830	 Result 101	 Order id 20121104014830-561	 message DECLINED	 authcode 	 pasref 13519975524407238	 md5 76708aab1e383b13dc11f9c2dc2ff10a
Our Order id 150905	 passtype order	 session 93e94gb5cvos6vppe02tfpuff0	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 150905	 passtype order	 session 93e94gb5cvos6vppe02tfpuff0	 timestamp 20121104184953	 Result 101	 Order id 20121104184953-854	 message DECLINED	 authcode 	 pasref 13520589356596682	 md5 e67b6790e2ad531c035b3c22f53a8cd6
Our Order id 150906	 passtype order	 session 93e94gb5cvos6vppe02tfpuff0	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 150906	 passtype order	 session 93e94gb5cvos6vppe02tfpuff0	 timestamp 20121104185527	 Result 101	 Order id 20121104185527-533	 message DECLINED	 authcode 	 pasref 13520591737666697	 md5 00e7349e340c36b3c6d16ef428a366cc
Our Order id 151052	 passtype order	 session om4k1h5iqca1gstn7fr53i1ul1	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151052	 passtype order	 session om4k1h5iqca1gstn7fr53i1ul1	 timestamp 20121105141630	 Result 00	 Order id 20121105141630-395	 message APPROVAL	 authcode 000541	 pasref 13521289086721576	 md5 81945bfe455971d46e4436bd66726f9e
Our Order id 151123	 passtype order	 session qpnu4rsj91d7rg6j76s8m5emg5	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151123	 passtype order	 session qpnu4rsj91d7rg6j76s8m5emg5	 timestamp 20121105191931	 Result 00	 Order id 20121105191931-326	 message APPROVAL	 authcode 026104	 pasref 13521470317747601	 md5 3d1a045d3ceb50868df1f218c6870cca
Our Order id 151126	 passtype order	 session ov8jnhd52hnpt8udo8e9d9qis0	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151126	 passtype order	 session ov8jnhd52hnpt8udo8e9d9qis0	 timestamp 20121105201508	 Result 00	 Order id 20121105201508-561	 message APPROVAL	 authcode 033005	 pasref 13521504709792415	 md5 e7fde467a035cc8883db77f062374726
Our Order id 151273	 passtype order	 session 1pd8qmn1r0c2a29nifjk4d9ad3	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151273	 passtype order	 session 1pd8qmn1r0c2a29nifjk4d9ad3	 timestamp 20121106130045	 Result 00	 Order id 20121106130045-276	 message APPROVAL	 authcode 071530	 pasref 1352210835014267	 md5 a6131c6587a47cc2ee09023f34365c9b
Our Order id 151275	 passtype order	 session mtf8i8jmsc2cp4cb6i479glg46	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151275	 passtype order	 session mtf8i8jmsc2cp4cb6i479glg46	 timestamp 20121106130841	 Result 00	 Order id 20121106130841-185	 message APPROVAL	 authcode 150950	 pasref 1352211350521973	 md5 73c4483dbbb1b564904666fa5819b6f1
Our Order id 151284	 passtype order	 session 93e94gb5cvos6vppe02tfpuff0	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151284	 passtype order	 session 93e94gb5cvos6vppe02tfpuff0	 timestamp 20121106134127	 Result 00	 Order id 20121106134127-678	 message APPROVAL	 authcode 054213	 pasref 13522131417955438	 md5 7332160541fdd4346c1fde07c51309e8
Our Order id 151302	 passtype order	 session p1gbv6nro5ii4ditn0ljn6eeg7	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151302	 passtype order	 session p1gbv6nro5ii4ditn0ljn6eeg7	 timestamp 20121106142318	 Result 00	 Order id 20121106142318-88	 message APPROVAL	 authcode 006806	 pasref 1352215787292663	 md5 ee056add75d2e2ceede9d9e1d6487b94
Our Order id 151378	 passtype order	 session hnd411q5i1u7n38nqieurjopo1	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151378	 passtype order	 session hnd411q5i1u7n38nqieurjopo1	 timestamp 20121106215105	 Result 00	 Order id 20121106215105-116	 message APPROVAL	 authcode 064259	 pasref 13522425488094745	 md5 279f0dc9b39b0b470b92be41f179d6a7
Our Order id 151421	 passtype order	 session 93e94gb5cvos6vppe02tfpuff0	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151421	 passtype order	 session 93e94gb5cvos6vppe02tfpuff0	 timestamp 20121107094952	 Result 101	 Order id 20121107094952-699	 message DECLINED	 authcode 	 pasref 13522857609747256	 md5 57843f2c0cae73a65a85a7b8836c4489
Our Order id 151429	 passtype order	 session 93e94gb5cvos6vppe02tfpuff0	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151429	 passtype order	 session 93e94gb5cvos6vppe02tfpuff0	 timestamp 20121107103656	 Result 101	 Order id 20121107103656-700	 message DECLINED	 authcode 	 pasref 13522885547484395	 md5 a25db4ee967390762f4c4da784c00465
Our Order id 151453	 passtype order	 session gbqc638pr86t92mabm8ig95kn5	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151453	 passtype order	 session gbqc638pr86t92mabm8ig95kn5	 timestamp 20121107122404	 Result 00	 Order id 20121107122404-82	 message APPROVAL	 authcode 465973	 pasref 13522951312904576	 md5 9e07f7daa125e661b9a0dd09d8c554ac
Our Order id 151535	 passtype order	 session 95i5gjrpbnr5puob8ofkcr9135	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151535	 passtype order	 session 95i5gjrpbnr5puob8ofkcr9135	 timestamp 20121107192254	 Result 00	 Order id 20121107192254-487	 message APPROVAL	 authcode 021791	 pasref 13523200604269774	 md5 2c636925964f38708d878e83b3e03753
Our Order id 151541	 passtype order	 session spslr08nddobg8p00j6bl56u33	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151541	 passtype order	 session spslr08nddobg8p00j6bl56u33	 timestamp 20121107202528	 Result 00	 Order id 20121107202528-669	 message APPROVAL	 authcode 021207	 pasref 13523240451473489	 md5 bece9a4444bb5e0377e74c448229c19a
Our Order id 151620	 passtype order	 session 4kqca870ls4d35ekvptejl60l6	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151620	 passtype order	 session 4kqca870ls4d35ekvptejl60l6	 timestamp 20121108114317	 Result 00	 Order id 20121108114317-263	 message APPROVAL	 authcode 353805	 pasref 13523788779263088	 md5 0c40d9a484ea9b35aaca3f0e830c4df2
Our Order id 151645	 passtype order	 session dlnt0u3agadk0tk8phvhh3gnl1	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151645	 passtype order	 session dlnt0u3agadk0tk8phvhh3gnl1	 timestamp 20121108134334	 Result 00	 Order id 20121108134334-240	 message APPROVAL	 authcode 048624	 pasref 13523861092779075	 md5 c1ad6f05465c4b8a09975486c67fc1d9
Our Order id 151693	 passtype order	 session nmbl9ehhipld8f7uc02e7tiup6	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151693	 passtype order	 session nmbl9ehhipld8f7uc02e7tiup6	 timestamp 20121108171535	 Result 00	 Order id 20121108171535-224	 message APPROVAL	 authcode 005300	 pasref 13523988184686316	 md5 2db6036ef27aa3812a52312ea25b1919
Our Order id 151709	 passtype order	 session flulkqfbn0ddak35d68o8jg3i0	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151709	 passtype order	 session flulkqfbn0ddak35d68o8jg3i0	 timestamp 20121108201959	 Result 101	 Order id 20121108201959-76	 message DECLINED	 authcode 	 pasref 13524099215461034	 md5 8d3a85d86a1cd80a12492c288ec2ce6d
Our Order id 151720	 passtype order	 session qghasfad18n0vcvael5ukee8t5	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151720	 passtype order	 session qghasfad18n0vcvael5ukee8t5	 timestamp 20121108225858	 Result 00	 Order id 20121108225858-984	 message APPROVAL	 authcode 476206	 pasref 1352419429517991	 md5 ed558a754c644954cd5735e0947a3e36
Our Order id 151721	 passtype order	 session juoguqs2fd11qhbscvaurj2ln7	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151721	 passtype order	 session juoguqs2fd11qhbscvaurj2ln7	 timestamp 20121109055735	 Result 00	 Order id 20121109055735-397	 message APPROVAL	 authcode T41497	 pasref 13524445387489058	 md5 2de6f4a672235f86d6b41e9900c056d7
Our Order id 151728	 passtype order	 session bc6f09t4a4ls48vfduuv8k7gp3	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151728	 passtype order	 session bc6f09t4a4ls48vfduuv8k7gp3	 timestamp 20121109084450	 Result 00	 Order id 20121109084450-982	 message APPROVAL	 authcode 009539	 pasref 13524545974815341	 md5 81094f11c4a0c08e8eb4a81683217f17
Our Order id 151756	 passtype order	 session t3pihfo3oth63g9gqg9vvv2fg1	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151756	 passtype order	 session t3pihfo3oth63g9gqg9vvv2fg1	 timestamp 20121109105359	 Result 00	 Order id 20121109105359-784	 message APPROVAL	 authcode 011205	 pasref 13524623397519336	 md5 0b2abd611ed02a4fce595d291fa00e3c
Our Order id 151759	 passtype order	 session flulkqfbn0ddak35d68o8jg3i0	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151759	 passtype order	 session flulkqfbn0ddak35d68o8jg3i0	 timestamp 20121109105710	 Result 00	 Order id 20121109105710-634	 message APPROVAL	 authcode 009307	 pasref 13524625019614741	 md5 1960772456fa0f0f8619a26e00f06d53
Our Order id 151767	 passtype order	 session 1dju8nu70qhuglauk5e5e4ape0	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151767	 passtype order	 session 1dju8nu70qhuglauk5e5e4ape0	 timestamp 20121109113536	 Result 00	 Order id 20121109113536-553	 message APPROVAL	 authcode 009316	 pasref 13524648402571507	 md5 f67b2ec5910215bb44c64bb3684622bb
Our Order id 151852	 passtype order	 session 0sqhf6am3ku55sck5vdsv9hhl7	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151852	 passtype order	 session 0sqhf6am3ku55sck5vdsv9hhl7	 timestamp 20121109215941	 Result 00	 Order id 20121109215941-787	 message APPROVAL	 authcode 003675	 pasref 13525023018119129	 md5 a130f31bdc004142d2a16cda06066d8b
Our Order id 151867	 passtype order	 session oja7l6kckk9dnu4s7hpgsrpn02	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151867	 passtype order	 session oja7l6kckk9dnu4s7hpgsrpn02	 timestamp 20121110101423	 Result 00	 Order id 20121110101423-434	 message APPROVAL	 authcode 268742	 pasref 13525463771788275	 md5 51573edd6e966c20124fa68f8c2084af
Our Order id 151897	 passtype order	 session u5srleb36h3skjfpk37diu9tk2	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151897	 passtype order	 session u5srleb36h3skjfpk37diu9tk2	 timestamp 20121110182131	 Result 00	 Order id 20121110182131-480	 message APPROVAL	 authcode 063925	 pasref 13525755988196827	 md5 99099081c12ef2269d8398a80d6e83b3
Our Order id 151903	 passtype order	 session 7bdbnkfafmibao3ml9ricq8vq4	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151903	 passtype order	 session 7bdbnkfafmibao3ml9ricq8vq4	 timestamp 20121110201050	 Result 00	 Order id 20121110201050-400	 message APPROVAL	 authcode 012859	 pasref 13525823528156523	 md5 90ccc713c2e9489e593f1af3ec20af61
Our Order id 151976	 passtype order	 session ubvr2e50a6juta1vrga18e4je1	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 151976	 passtype order	 session ubvr2e50a6juta1vrga18e4je1	 timestamp 20121111184521	 Result 00	 Order id 20121111184521-569	 message APPROVAL	 authcode 042557	 pasref 13526634981316629	 md5 80afaa7dd652d132b5c81e65e1abad8f
Our Order id 152026	 passtype order	 session 9jl56ko8jh5t9san23ssioom03	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 152026	 passtype order	 session 9jl56ko8jh5t9san23ssioom03	 timestamp 20121112082552	 Result 00	 Order id 20121112082552-891	 message APPROVAL	 authcode 000786	 pasref 13527127227804461	 md5 80eddee6770e4afa0816fc427818d258
Our Order id 152059	 passtype order	 session 8r5f735nesa9qmf6kq19t7tr17	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 152059	 passtype order	 session 8r5f735nesa9qmf6kq19t7tr17	 timestamp 20121112104958	 Result 00	 Order id 20121112104958-465	 message APPROVAL	 authcode 052862	 pasref 13527213104955884	 md5 cd12f8aa0e5678e8311d782234a06e6a
Our Order id 152061	 passtype order	 session dv1g1n3rsd7742u0hum9faff12	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 152061	 passtype order	 session dv1g1n3rsd7742u0hum9faff12	 timestamp 20121112105534	 Result 00	 Order id 20121112105534-29	 message APPROVAL	 authcode 012278	 pasref 13527216929313388	 md5 41bdfa8c808db5274e41059f55f3ffb5
Our Order id 152257	 passtype order	 session 27qjikcl59ph4flmi0anvdepe3	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 152257	 passtype order	 session 27qjikcl59ph4flmi0anvdepe3	 timestamp 20121113102129	 Result 00	 Order id 20121113102129-495	 message APPROVAL	 authcode 831820	 pasref 13528060314677610	 md5 31116ca064ab6a597648d8bb4fdeb52c
Our Order id 152301	 passtype order	 session ut6sakn8okgnm1e2iop5vkhln7	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 152301	 passtype order	 session ut6sakn8okgnm1e2iop5vkhln7	 timestamp 20121113133506	 Result 00	 Order id 20121113133506-58	 message APPROVAL	 authcode 058523	 pasref 13528175970019062	 md5 e2407172044f9398b9e824de96414923
Our Order id 152346	 passtype order	 session runa15oclc2p1st3259mfen7l1	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 152346	 passtype order	 session runa15oclc2p1st3259mfen7l1	 timestamp 20121113165145	 Result 00	 Order id 20121113165145-164	 message APPROVAL	 authcode 195511	 pasref 13528295375144652	 md5 0119c9f04dc0873693bbe374163a92f4
Our Order id 152379	 passtype order	 session mipepg5bje8bbemadv5890ske6	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 152379	 passtype order	 session mipepg5bje8bbemadv5890ske6	 timestamp 20121113215342	 Result 00	 Order id 20121113215342-554	 message APPROVAL	 authcode 400964	 pasref 13528477966697813	 md5 ec64bdcafaaf24deb0c2d7e1274a8990
Our Order id 152477	 passtype order	 session 55cb51m820o9thgct32bneaud4	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 152477	 passtype order	 session 55cb51m820o9thgct32bneaud4	 timestamp 20121114135559	 Result 00	 Order id 20121114135559-441	 message APPROVAL	 authcode 065786	 pasref 13529053391749845	 md5 4c30958c440d5005a8e9f4496185bfc0
Our Order id 152506	 passtype order	 session vrj4ackods0lq73nfll9rknl90	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 152506	 passtype order	 session vrj4ackods0lq73nfll9rknl90	 timestamp 20121114164026	 Result 00	 Order id 20121114164026-646	 message APPROVAL	 authcode 049338	 pasref 13529152293796341	 md5 56ca8fd1a15298c7211f9d62e38839e1
Our Order id 152511	 passtype order	 session r1sem0pjeuvgh76uqggijq6c87	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 152511	 passtype order	 session r1sem0pjeuvgh76uqggijq6c87	 timestamp 20121114164938	 Result 00	 Order id 20121114164938-31	 message APPROVAL	 authcode 300007	 pasref 13529157234409544	 md5 5f56b3185bffbb1cf4b78ba30d769a5c
Our Order id 152549	 passtype order	 session buoaiftpbao1vmn7u92kpdbq91	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 152549	 passtype order	 session buoaiftpbao1vmn7u92kpdbq91	 timestamp 20121114215733	 Result 00	 Order id 20121114215733-49	 message APPROVAL	 authcode 311809	 pasref 13529342286155039	 md5 306b0da3c60f4afa9f3c69a047dafe32
Our Order id 152567	 passtype order	 session ntp6magcj5ga9eldddvoa58gv7	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 152567	 passtype order	 session ntp6magcj5ga9eldddvoa58gv7	 timestamp 20121115083348	 Result 00	 Order id 20121115083348-724	 message APPROVAL	 authcode T06617	 pasref 13529723762479813	 md5 ad8de15b81a3abc796273ad8a8d3b812
Our Order id 152590	 passtype order	 session 5mv19hno34ajr71t1i20mthnc5	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 152590	 passtype order	 session 5mv19hno34ajr71t1i20mthnc5	 timestamp 20121115095255	 Result 00	 Order id 20121115095255-401	 message APPROVAL	 authcode 041428	 pasref 13529770858016983	 md5 68a65fff1721505522c23b6a911c4699
Our Order id 152592	 passtype order	 session 55cb51m820o9thgct32bneaud4	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 152592	 passtype order	 session 55cb51m820o9thgct32bneaud4	 timestamp 20121115100326	 Result 00	 Order id 20121115100326-667	 message APPROVAL	 authcode 672980	 pasref 13529778726204474	 md5 959812d3b3bfe8a5fad348d8a5c1913f
Our Order id 152670	 passtype order	 session cipb9krbs05bgm8cu7loasu5s3	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 152670	 passtype order	 session cipb9krbs05bgm8cu7loasu5s3	 timestamp 20121115155712	 Result 00	 Order id 20121115155712-374	 message APPROVAL	 authcode 006098	 pasref 13529989786042026	 md5 48a227476e33d2b2dec421cef6e8754a
Our Order id 152725	 passtype order	 session poperv2fsqff6ei53ujt4no0g5	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 152725	 passtype order	 session poperv2fsqff6ei53ujt4no0g5	 timestamp 20121116095705	 Result 00	 Order id 20121116095705-304	 message APPROVAL	 authcode 015305	 pasref 13530637853823282	 md5 5b4cf1accea5c2a2056b9a931b8dfb67
Our Order id 152767	 passtype order	 session l4hlpq1sg67c3v8r3gln1b6gs6	 timestamp 	 Result 	 Order id 	 message 	 authcode 	 pasref 	 md5 
Our Order id 152767	 passtype order	 session l4hlpq1sg67c3v8r3gln1b6gs6	 timestamp 20121116114804	 Result 00	 Order id 20121116114804-89	 message APPROVAL	 authcode 055347	 pasref 13530704173998474	 md5 1d8d4ed2d86f8540bd817d003a02b786
