"Product Id","Product Name","Short Description","Main Description Filename","Tab Titles"
"547469","Simply Gingerbread Syrup - 1 Litre","Superb, rich gingerbread syrup, exceptional addition for your coffee, latte, mocha, chocolate and dessert.","547469_maindesc.txt",""
"551241","Bronte Traditional Biscuit Twin Packs x 80 Packs","Viennese Finger, Choc Chip Biscuits, Fruit Shrewsbury, Golden Crunch.","551241_maindesc.txt",""
"547327","Sweetbird Lime Syrup - 1 Litre","Fresh, sharp and invigorating – somehow this is the taste of the colour green.....Vegetarian Suitable Lime Coffee Syrup","547327_maindesc.txt",""
"547328","Sweetbird Orange Syrup - 1 litre","Tangy and rich at the same time – great for winter and summer drinks.....Vegetarian Suitable Orange Coffee Syrup","547328_maindesc.txt",""
"551481","Horlicks Instant Hot Malty Goodness 400g","Just add water to make a WARMING and DELICIOUS hug in a mug. Horlicks uniquely creamy and delicious malty taste is developed through a longstanding, traditional process made with British wheat and barley.","551481_maindesc.txt",""
"546576","Sub Product 1","Sub Product","546576_maindesc.txt",""
"546577","Sub Product 2","Sub Product 2","546577_maindesc.txt",""
"546578","Sub Product 3","Sub Product 3","546578_maindesc.txt",""
"546579","Sub Product 4","Sub Product 4","546579_maindesc.txt",""
"546580","Sub Product 5","Sub Product 5","546580_maindesc.txt",""
"546581","Sub Product 6","Sub Product 6","546581_maindesc.txt",""
"544243","Zuma Original Hot Chocolate Bags 1 KG","Zuma's Best Selling Hot Chocolate Now Comes In Resealable 1 Kg Refill Bags - 35 Drinks Per Kilo, Its A Blend Of 25% West African Cocoa And Sugar, It's Smooth And Sweet &#65533; Like A Top-Quality Milk Chocolate Bar.","544243_maindesc.txt",""
"540891","Daelmans Jumbo Caramel Stroop Waffles x 36","Delicious Jumbo Caramel Waffles As Sold By Some Of The Largest Chains In The World. Voted Best Caramel Wafer","540891_maindesc.txt",""
"547479","Simply Honeycomb Syrup - 1 Litre","Deliciously opulent honeycomb syrup, for a variety of uses, best complement for the coffee or the icecream of your choice.","547479_maindesc.txt",""
"548719","Birchall Loose Leaf Tea - Virunga Earl Grey 250g","Our Virunga Earl Grey is a scented pure origin tea, sourced from the finest tea gardens in Rwanda","548719_maindesc.txt",""
"551240","Twinings TURMERIC SuperBlend Tea Bags","Orange Flavoured Infusion with Turmeric and Star Anise.","551240_maindesc.txt",""
