"536819","105","0","2014-09-22 15:53:23","8800203521447",,,"Twinings Spicy Chai Tea",,,,,"Twinings Spicy chai envelope teas - Think cinnamon, ginger, cardamom. With the echoes of familiar tea. And a flavour that lasts in your mouth","<h1 style=""text-align: center;""><span style=""font-family: 'trebuchet ms', geneva; font-size: small;"">Twinings Chai Tea</span></h1>
<p><span style=""font-family: 'trebuchet ms', geneva;"">&nbsp;</span></p>
<p><span style=""font-family: 'trebuchet ms', geneva; font-size: small;"">Once upon a time, Chai was drunk only by the royalty in India. But word got out about its spicy, soothing flavour &amp; soon the streets were filled with the distinctive scent of cinnamon, ginger and cloves.</span></p>
<p><span style=""font-family: 'trebuchet ms', geneva; font-size: small;"">Chai is perfect at any time of day, but particularly in the afternoon. Invite some friends round and share the secret all over again.</span></p>","N","121415","121415","0.00","1.99","0.00",NULL,"0","0.00","2","0.00","0","N","N","N","N","N","N","0",NULL,"0000-00-00","0.00",,"1","1",NULL,NULL,"77556",NULL,"0",,"FULL","1","N","Y","N","NORMAL",NULL,NULL,NULL,"N","twinings chai tea
chai tea
envelop tea
twinings tea
twinings envelope
tea bags","0","N","N","NOR","QTY:",,,,"0",,"(vat exempt)",,"(vat exempt)","Offer Price From","(vat exempt)",,,,,,"0",,"1",,"1",,,"0","0000-00-00","N","N",NULL,NULL,NULL,NULL,"0",,,,NULL
"537089","105","0","2014-10-20 15:39:56","8800203488306",,,"Individual Mini Panettoncino Panettone Cakes x 12",,,,,"Individually wrapped Mini 100g Panettone - Italian Baked & Imported, these delightfully fluffy per person sized Panettone cakes or panettoncino as we like to call them like are a must for any coffee shop.","<h1 style=""text-align: center;""><span style=""font-size: small; font-family: 'trebuchet ms', geneva;"" data-mce-mark=""1"">Individual Panettone Cakes</span></h1>
<p><span style=""font-size: small; font-family: 'trebuchet ms', geneva;"" data-mce-mark=""1"">&nbsp;</span></p>
<p><span style=""font-size: small; font-family: 'trebuchet ms', geneva;"" data-mce-mark=""1"">Our delightfully fluffy <em><strong>Panettone</strong> </em>are baked In Italy wrapped in traditional panettone wrapping &amp; individually wrapped to preserve there impeccable taste. </span></p>
<p><span style=""font-size: small; font-family: 'trebuchet ms', geneva;"" data-mce-mark=""1"">&nbsp;</span></p>
<p><span style=""font-size: small; font-family: 'trebuchet ms', geneva;"" data-mce-mark=""1"">These delightfully fluffy per person sized Panettone cakes or panettoncino as we like to call like them are a must for any coffee shop. Sold by the leading names in the coffee industry for a shave under the &pound;2 mark usually (and in some areas more) these represent a great margin boosting impulse for any counter, best of all they taste magnificient.</span></p>
<p><span style=""font-size: small; font-family: 'trebuchet ms', geneva;"" data-mce-mark=""1"">&nbsp;</span></p>
<p><span style=""font-size: small; font-family: 'trebuchet ms', geneva;"">So wether its a seasonal italian treat for your customers or like the leading names in the industry an all year round margin maximiser, these italian imported panettone cakes are sure to be a success...</span></p>","Y","5151290","5151290","0.00","12.49","0.00",NULL,"0","0.00","23","10.00","0","N","N","N","N","N","N","0",NULL,"0000-00-00","0.00",,"1","1",NULL,NULL,"77596",NULL,"0",,"FULL","1","N","Y","N","NORMAL",NULL,NULL,NULL,"N","PANETTONE
PANNETONE
PANNETONE MUFFINS
MUFFINS
CAKES
PANETONE CAKES
PANETONE MUFFINS","0","N","N","NOR","QTY:",,,,"0",,,,,"Offer Price From",,,,,,,"0",,"1","Sold by the leading names in the coffee industry for £2 each!","1",,,"0","0000-00-00","N","N",NULL,NULL,NULL,NULL,"0",,,,
"536811","105","0","2014-09-18 12:19:56","8800203498817",,,"Lavazza Pavement Sign",,,,,"Eye-catching enticing Lavazza pavement sign","<h1 style=""text-align: center;""><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"" data-mce-mark=""1"">Lavazza Pavement Sign</span></h1>
<p>&nbsp;</p>
<p><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">This Lavazza branded pavement sign is truly perfect for capturing passing customers. A real eye-catching display made from aluminium and fits tightly into the purpose creates a strong prescence outside your shop/kiosk.</span></p>","N","25099","25099","0.00","29.99","0.00",NULL,"0","0.00","30","0.00","0","N","Y","N","N","N","N","0",NULL,"0000-00-00","0.00",,"1","1",NULL,NULL,"78539",NULL,"0",,"FULL","1","N","Y","N","NORMAL",NULL,NULL,NULL,"N","pavement sign
point of sale
lavazza
lavazza sign
lavazza pos
pos
sigh","0","N","N","NOR","QTY:",,,,"0",,,,,"Offer Price From",,,,,,,"0",,"1",,"1",,,"0","0000-00-00","N","N",NULL,NULL,NULL,NULL,"0",,,NULL,NULL
"539447","105","0","2015-06-08 16:30:12","8800203487156",,,"Glaceau Smart Water 24 x 600ml",,,,,"Glaceau smartwater is made by using evaporated spring water then we condense the vapour and then add just the right amount of electrolytes before bottling.","<h1 style=""text-align: center;""><span style=""font-size: small; font-family: 'trebuchet ms', geneva;""><strong>Glaceau Smartwater</strong></span></h1>
<p><span style=""font-size: small; font-family: 'trebuchet ms', geneva;"">&nbsp;</span></p>
<p><span style=""font-size: small; font-family: 'trebuchet ms', geneva;"">Glaceau smartwater is made from British spring water which is vapour-distilled before electrolytes are added. It has a distinctive, crisp, clean taste and is produced and bottled in Morpeth, Northumberland.</span></p>
<p><span style=""font-size: small; font-family: 'trebuchet ms', geneva;"">&nbsp;</span></p>
<p><span style=""font-size: small; font-family: 'trebuchet ms', geneva;"">Glaceau smartwater is made by using evaporated spring water then we condense the vapour and then add just the right amount of electrolytes before bottling.</span></p>
<p><span style=""font-size: small; font-family: 'trebuchet ms', geneva;"">&nbsp;</span></p>
<p><span style=""font-size: small; font-family: 'trebuchet ms', geneva;"">&nbsp;</span></p>
<p><span style=""font-size: small; font-family: 'trebuchet ms', geneva;""><strong>Ingredients:</strong>&nbsp;Spring Water, Electrolytes: Calcium Chloride, Magnesium Chloride, Potassium Bicarbonate.</span></p>
<p><span style=""font-size: small; font-family: 'trebuchet ms', geneva;"">&nbsp;</span></p>
<p><span style=""font-size: small; font-family: 'trebuchet ms', geneva;"">24 x 500ml</span></p>","N","5151449","5151449","0.00","12.99","0.00",NULL,"0","0.00","9","10.29","2","Y","Y","N","N","N","N","0",NULL,"0000-00-00","0.00",,"1","1",NULL,NULL,"77636",NULL,"0",,"FULL","1","N","Y","N","NORMAL",NULL,NULL,NULL,"N","Glaceau Smartwater
smart water
water bottles
smartwater","0","N","N","NOR","QTY:",,,,"0",,,,,"Offer Price From",,,,,,,"0",,"1","NEW WATER 600ML","1",,,"0","0000-00-00","N","N",NULL,NULL,NULL,NULL,"0",,,,
"536808","105","0","2014-09-18 11:54:27","8800203499357",,,"Lavazza White Sugar Sticks x 1000",,,,,"1000 Lavazza white sugar sticks - NEW BIGGER CASE","<h1 style=""text-align: center;""><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">Lavazza White Sugar Sticks</span></h1>
<p><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">&nbsp;</span></p>
<p><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">Why not buy our Lavazza branded white sugar sticks, which accompany your Lavazza product great. Coming in a handy pack size of 1000, and each stick weighing approx 4g, these will be perfect to help people create their perfect Lavazza coffee moment ..</span></p>","N","4545086","4545086","0.00","9.29","0.00",NULL,"0","0.00","9","0.00","0","N","N","N","N","N","N","0",NULL,"0000-00-00","0.00",,"1","1",NULL,NULL,"78539",NULL,"0",,"FULL","1","N","Y","N","NORMAL",NULL,NULL,NULL,"N","lavazza white sugar sticks
sugar sticks
white sugar
sugar
lavazza sugar","0","N","N","NOR","QTY:",,,,"0",,,,,"Offer Price From",,,,,,,"0",,"0",,"1",,,"0","0000-00-00","N","N",NULL,NULL,NULL,NULL,"0",,,,
"541513","105","0","2016-06-02 11:06:46","8800203500077",,,"Löfbergs ICE - Cold Coffee - Latte Macchiatto",,,,,"The Ice coffee ICE Latte Macchiato is a milk based beverage with coffee made from natural and organic ingredients. Furthermore, the coffee and sugar contained in the drink is FairTrade certified.","<p style=""text-align: center;""><strong><span style=""font-family: 'trebuchet ms', geneva; font-size: small;"">L&ouml;fbergs ICE - Cold Coffee Drink</span></strong></p>
<p style=""text-align: center;""><strong><span style=""font-family: 'trebuchet ms', geneva; font-size: small;"">Latte Macchiatto Flavour</span></strong></p>
<p>&nbsp;</p>
<p><span style=""font-family: 'trebuchet ms', geneva; font-size: small;""><img id=""product-image"" style=""font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 10px; -webkit-user-select: auto; float: right;"" src=""http://shop.lofbergslila.com/media/catalog/product/cache/47/image/9df78eab33525d08d6e5fb8d27136e95/l/a/latte_macchiato.jpg"" alt=""lofbergs latte cold drink"" width=""150"" />The Ice coffee ICE Latte Macchiato is a milk based beverage with coffee made from natural and organic ingredients. Furthermore, the coffee and sugar contained in the drink is FairTrade certified. </span></p>
<p>&nbsp;</p>
<p><span style=""font-family: 'trebuchet ms', geneva; font-size: small;"">The unique packaging solution, CartoCan&reg;, can be sorted as recyclable paper based packaging.&nbsp;L&ouml;fbergs ICE Latte Macchiato&nbsp;has a mild flavour of espresso and is a great drink to enjoy whenever you want a refreshing and invigorating drink. If you prefer a stronger coffee flavour, try our ICE Espresso, the second drink in the ICE product line.&nbsp;</span></p>
<p>&nbsp;</p>
<p><span style=""font-family: 'trebuchet ms', geneva; font-size: small;"">L&ouml;fbergs ice coffee kan be stored in room temperature and is best served cold. Shake the can before serving. The coffein content of a can of L&ouml;fbergs ICE is roughly equivalent to half a cup of coffee.</span></p>
<p>&nbsp;</p>
<p><span style=""font-family: 'trebuchet ms', geneva; font-size: small;""><strong>Contents:</strong><br />Sold in multiples of 12 cans (12x 230 ml).</span></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><strong><span style=""font-family: 'trebuchet ms', geneva; font-size: small;"">Storage:</span></strong></p>
<p><span style=""font-family: 'trebuchet ms', geneva; font-size: small;"">Best stored in room temperature or refrigeraged. Serve chilled over ice.</span></p>
<p>&nbsp;</p>
<p><strong><span style=""font-family: 'trebuchet ms', geneva; font-size: small;"">Packaging:</span></strong></p>
<p><span style=""font-family: 'trebuchet ms', geneva; font-size: small;"">Cartocan&reg;, an environmentally friendly and patented packaging, recycled as paper based packaging.</span></p>","Y","0","0","0.00","24.99","0.00",NULL,"0","0.00","10","18.99","2","N","N","N","N","N","N","0",NULL,"0000-00-00","0.00",,"1","1",NULL,NULL,"79430",NULL,"0",,"FULL","0","N","Y","N","NORMAL",NULL,NULL,NULL,"N","ice drink
cold coffee
chilled coffee
cold brew
chilled drinks
espresso
latte
cafe late
ice coffee
iced coffee","0","N","N","NOR","QTY:",,,,"0",,,,,,,,,,,,"0",,"1","brand new in stock","1",,,"0","0000-00-00","N","N",NULL,NULL,NULL,NULL,"0",,,,
"536815","105","0","2014-09-18 13:07:23","8800203497537",,,"Lavazza Cappuccino Cups & Saucers",,,,,"Set of 6 Lavazza porcelain cappuccino cups and saucers","<h1 style=""text-align: center;""><span>Lavazza Cappuccino Cups &amp; Saucers</span></h1>
<p class=""long-des-header"">&nbsp;</p>
<p><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">These cups are 5.5 oz. each. Perfect for Cappuccino.&nbsp;</span><br /><br /><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">This package comes with 6 saucers and 6 cups.</span></p>
<p>&nbsp;</p>
<ul>
<li><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">Set of 6 Lavazza Porcelain Cups and Saucers</span></li>
<li><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">Blue Collection</span></li>
<li><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">Made in Italy</span></li>
<li><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">Understated Stylish</span></li>
</ul>
<p><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;""></span></p>
<p><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;""></span></p>
<p><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">Must be purchasing lavazza products from us to purchase this item.</span></p>","N","45430","45430","0.00","19.99","0.00",NULL,"0","0.00","20","0.00","0","N","Y","N","N","N","N","0",NULL,"0000-00-00","0.00",,"1","1",NULL,NULL,"78539",NULL,"0",,"FULL","1","N","Y","N","NORMAL",NULL,NULL,NULL,"N","lavazza crockery
lavazza cappuccino cup
cappuccino cup and saucer
cups
crockery 
porcelain
lavazza","0","N","N","NOR","QTY:",,,,"0",,,,,"Offer Price From",,,,,,,"0",,"0",,"1",,,"0","0000-00-00","N","N",NULL,NULL,NULL,NULL,"0",,,NULL,NULL
"536816","105","0","2014-09-18 13:13:28","8800203497797",,,"Lavazza Colazione Cups & Saucers",,,,,"Set of 6 Lavazza Colazione cups and saucers","<h1 style=""text-align: center;"" dir=""ltr""><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">Lavazza Colazione Cups &amp; Saucers</span></h1>
<p>&nbsp;</p>
<p><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">These cups are 8oz. each. Perfect for larger drinks.&nbsp;<br /><br />This package comes with 6 cups and 6 saucers.</span></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<ul>
<li><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">Colazione - Italian for Breakfast</span></li>
<li><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">Bigger cup for large drink</span></li>
<li><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">Set of 6 Lavazza Porcelain Cups and Saucers</span></li>
<li><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">Blue Collection</span></li>
<li><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">Made in Italy</span></li>
<li><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">Understated Stylish</span></li>
</ul>","N","124513","124513","0.00","24.99","0.00",NULL,"0","0.00","25","0.00","0","N","Y","N","N","N","N","0",NULL,"0000-00-00","0.00",,"1","1",NULL,NULL,"78539",NULL,"0",,"FULL","1","N","Y","N","NORMAL",NULL,NULL,NULL,"N","lavazza crockery
lavazza colazione cups and saucers
lavazza colazione
colazione
cups 
crockery
porcelain","0","N","N","NOR","QTY:",,,,"0",,,,,"Offer Price From",,,,,,,"0",,"0",,"1",,,"0","0000-00-00","N","N",NULL,NULL,NULL,NULL,"0",,,NULL,NULL
"538208","105","0","2015-01-15 12:37:20","8800203507397",,,"PureGusto - Signature - Great Taste Award - ESE Pods x 100",,,,,"Signature is exactly that, our highest quality blend, the staple of which we rank other coffee's against. Our own personal sign off to the coffee making world!","<h1 style=""text-align: center;""><span style=""font-size: small; font-family: 'trebuchet ms', geneva;""><strong>PUREGUSTO SIGNATURE BLEND</strong></span></h1>
<h2 style=""text-align: center;""><span style=""font-size: small; font-family: 'trebuchet ms', geneva;""><em><span data-mce-mark=""1""><strong>AWARD WINNING ESE COFFEE PODS</strong></span></em></span></h2>
<p><span style=""font-size: small; font-family: 'trebuchet ms', geneva;"">&nbsp;</span></p>
<p><span style=""font-family: 'trebuchet ms', geneva; font-size: small;"">PureGusto signature blend is our flagship coffee, as its name would suggest, our signature coffee blend, carefully blended using hand picked arabica coffee's from no less than 5 different single origins, this complex and sophisticated award winning blend is our own personal sign off to the coffee making world.</span></p>
<p><span style=""font-size: small; font-family: 'trebuchet ms', geneva;"">&nbsp;</span></p>
<p><span style=""font-family: 'trebuchet ms', geneva; font-size: small;"">A sophisticated drinking coffee that shines from the first taste to its last, long thick crema and tantalising aromas finish every cup as, a true signature coffee blend, suitable for all types of equipment. 5 x 100% single origin Arabica coffees, carefully blended and convection roasted to sweet, smooth &amp; rich perfection...</span></p>
<p>&nbsp;</p>
<p><span style=""font-family: 'trebuchet ms', geneva; font-size: small;""><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://www.puregusto.co.uk/images/www.puregusto.co.uk/category_thumb/010412Great-Taste-2014-Stars.jpg"" alt=""Medium"" /></span></p>
<p><span style=""font-size: small; font-family: 'trebuchet ms', geneva;"">&nbsp;</span></p>
<ul class=""a-vertical a-spacing-none"">
<li><strong><span class=""a-list-item"" style=""font-family: 'trebuchet ms', geneva; font-size: small;"">2014 &amp; 2015 Great Taste Award Winning Coffee</span></strong></li>
<li><span class=""a-list-item"" style=""font-family: 'trebuchet ms', geneva; font-size: small;"">5 Single Origin 100% Arabica Coffee's Blended, Roasted &amp; Sealed In Our Compostable Pods Within 1 Hr!</span></li>
<li><span class=""a-list-item"" style=""font-family: 'trebuchet ms', geneva; font-size: small;"">Freshly Convection Air Roasted (Not Drum) - Rich &amp; Smooth</span></li>
<li><span class=""a-list-item"" style=""font-family: 'trebuchet ms', geneva; font-size: small;"">Individually Wrapped ESE Coffee Pods - Within An Hour Of Roasting - For Lasting Freshness</span></li>
<li><span class=""a-list-item"" style=""font-family: 'trebuchet ms', geneva; font-size: small;"">100 ESE PODS</span></li>
</ul>
<p><span class=""a-list-item"" style=""font-family: 'trebuchet ms', geneva; font-size: small;""></span></p>
<p style=""text-align: right;""><span class=""a-list-item"" style=""font-family: 'trebuchet ms', geneva; font-size: small;"">*Approx contents based on weight of pods.</span></p>","N","5120976","5120976","0.00","30.49","0.00",NULL,"0","0.00","20","20.49","2","N","N","N","N","N","N","0",NULL,"0000-00-00","0.00",,"1","0",NULL,NULL,"77607",NULL,"0",,"FULL","1","N","Y","N","NORMAL",NULL,NULL,NULL,"N","ese coffee pods
coffee pods
pod coffee
coffee pod uk
ese pod 
coffee in a pod","0","N","N","NOR","QTY:",,,,"0",,,,,"Offer Price From",,,,,,,"1","POD SALE - SIGNATURE BLEND","0",,"1",,,"0","0000-00-00","N","N",NULL,NULL,NULL,NULL,"0",,,,
"536974","105","0","2014-10-10 14:51:38","8800203507687",,,"PureGusto Arabica Origins Variety Pack ESE Coffee Pods x 100",,,,,"PureGusto origin selection pack gives you the option of a range of flavours to suit your mood.","<h1 style=""text-align: center;""><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">PureGusto Arabica Origins Variety Pack ESE Pods</span></h1>
<p>&nbsp;</p>
<p><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">Our PureGusto origin selection pack gives you the option of a range of flavours to suit your mood.&nbsp;</span><br /><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">With 25 of each flavour it also helps you discover new coffee tastes and likes, meaning you may want a different pod each time.</span><br /><br /><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">This selection pack contains speciality single origin coffee's and is our premium range of convection roasted finest quality ese coffee pods. Within the pack is the following flavours:</span><br /><br /><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">25 Honduras coffee pods</span><br /><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">25 Signature Great Taste Award Grade 1 ESE coffee pods</span><br /><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">25 Arabica (Brazilian) coffee pods</span><br /><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">25 Blue Mountain coffee pods</span></p>
<p><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;""></span></p>
<p style=""text-align: right;""><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;""><span style=""font-family: tahoma, arial, helvetica, sans-serif; font-size: small;"">*Approx contents based on weight of pods.</span></span></p>","N","15574","15574","0.00","32.49","0.00",NULL,"0","0.00","20","24.49","2","N","N","N","N","N","N","0",NULL,"0000-00-00","0.00",,"1","0",NULL,NULL,"77607",NULL,"0",,"FULL","1","N","Y","N","NORMAL",NULL,NULL,NULL,"N","coffee pods
arabica
origins
variety
mixed coffee pods
pods
coffee","0","N","N","NOR","QTY:",,,,"0",,,,,"Offer Price From",,,,,,,"0",,"1",,"1",,,"0","0000-00-00","N","N",NULL,NULL,NULL,NULL,"0",,,,
