Old comb Id,New comb Id,Image id
184148,203386,0
184149,203387,0
184150,203388,0
184151,203389,0
184152,203390,0
184153,203391,0
184154,203392,0
184155,203393,0
184156,203394,0
184157,203395,0
184158,203396,0
184159,203397,0
184160,203398,0
184161,203399,0
184162,203400,0
184163,203401,0
184164,203402,0
184165,203403,0
184166,203404,0
184167,203405,0
184168,203406,0
184169,203407,0
184170,203408,0
184171,203409,0
184172,203410,0
184173,203411,0
184174,203412,0
184175,203413,0
184176,203414,0
184177,203415,0
184178,203416,0
184179,203417,0
184180,203418,0
184181,203419,0
184182,203420,0
184183,203421,0
184184,203422,0
184185,203423,0
184186,203424,0
184187,203425,0
184188,203426,0
184189,203427,0
184190,203428,0
184191,203429,0
184192,203430,0
184193,203431,0
184194,203432,0
184195,203433,0
184196,203434,0
184197,203435,0
184198,203436,0
184199,203437,0
184200,203438,0
184201,203439,0
184202,203440,0
184203,203441,0
184204,203442,0
184205,203443,0
184206,203444,0
184207,203445,0
184208,203446,0
184209,203447,0
184210,203448,0
184211,203449,0
184212,203450,0
184213,203451,0
184214,203452,0
184215,203453,0
184216,203454,0
184217,203455,0
184218,203456,0
184219,203457,0
184220,203458,0
184221,203459,0
184222,203460,0
184223,203461,0
184224,203462,0
184225,203463,0
184226,203464,0
184227,203465,0
184228,203466,0
184229,203467,0
184230,203468,0
184231,203469,0
184232,203470,0
184233,203471,0
184234,203472,0
184235,203473,0
184236,203474,0
184237,203475,0
184238,203476,0
184239,203477,0
184240,203478,0
184241,203479,0
184242,203480,0
184243,203481,0
184244,203482,0
184245,203483,0
184246,203484,0
184247,203485,0
184248,203486,0
184249,203487,0
184250,203488,0
184251,203489,0
184252,203490,0
184253,203491,0
184254,203492,0
184255,203493,0
184256,203494,0
184257,203495,0
184258,203496,0
184259,203497,0
184260,203498,0
184261,203499,0
184262,203500,0
184263,203501,0
184264,203502,0
184265,203503,0
184266,203504,0
184267,203505,0
184268,203506,0
184269,203507,0
184270,203508,0
184271,203509,0
184272,203510,0
184273,203511,0
184274,203512,0
184275,203513,0
184276,203514,0
184277,203515,0
184278,203516,0
184279,203517,0
184280,203518,0
184281,203519,0
184282,203520,0
184283,203521,0
184284,203522,0
184285,203523,0
184286,203524,0
184287,203525,0
184288,203526,0
184289,203527,0
184290,203528,0
184291,203529,0
184292,203530,0
184293,203531,0
184294,203532,0
184295,203533,0
184296,203534,0
184297,203535,0
184298,203536,0
184299,203537,0
184300,203538,0
184301,203539,0
184302,203540,0
184303,203541,0
184304,203542,0
184305,203543,0
184306,203544,0
184307,203545,0
184308,203546,0
184309,203547,0
184310,203548,0
184311,203549,0
184312,203550,0
184313,203551,0
184314,203552,0
184315,203553,0
184316,203554,0
184317,203555,0
184318,203556,0
184319,203557,0
184320,203558,0
184321,203559,0
184322,203560,0
184323,203561,0
184324,203562,0
184325,203563,0
184326,203564,0
184327,203565,0
184328,203566,0
184329,203567,0
184330,203568,0
184331,203569,0
184332,203570,0
184333,203571,0
184334,203572,0
184335,203573,0
184336,203574,0
184337,203575,0
184338,203576,0
184339,203577,0
184340,203578,0
184341,203579,0
184342,203580,0
184343,203581,0
184344,203582,0
184345,203583,0
184346,203584,0
184347,203585,0
184348,203586,0
184349,203587,0
184350,203588,0
184351,203589,0
184352,203590,0
184353,203591,0
184354,203592,0
184355,203593,0
184356,203594,0
184357,203595,0
184358,203596,0
184359,203597,0
184360,203598,0
184361,203599,0
184362,203600,0
184363,203601,0
184364,203602,0
184365,203603,0
184366,203604,0
184367,203605,0
184368,203606,0
184369,203607,0
184370,203608,0
184371,203609,0
184372,203610,0
184373,203611,0
184374,203612,0
184375,203613,0
184376,203614,0
184377,203615,0
184378,203616,0
184379,203617,0
184380,203618,0
184381,203619,0
184382,203620,0
184383,203621,0
184384,203622,0
184385,203623,0
184386,203624,0
184387,203625,0
184388,203626,0
184389,203627,0
184390,203628,0
184391,203629,0
184392,203630,0
184393,203631,0
184394,203632,0
184395,203633,0
184396,203634,0
184397,203635,0
184398,203636,0
184399,203637,0
184400,203638,0
184401,203639,0
184402,203640,0
184403,203641,0
184404,203642,0
184405,203643,0
184406,203644,0
184407,203645,0
184408,203646,0
184409,203647,0
184410,203648,0
184411,203649,0
184412,203650,0
184413,203651,0
184414,203652,0
184415,203653,0
184416,203654,0
184417,203655,0
184418,203656,0
184419,203657,0
184420,203658,0
184421,203659,0
184422,203660,0
184423,203661,0
184424,203662,0
184425,203663,0
184426,203664,0
184427,203665,0
184428,203666,0
184429,203667,0
184430,203668,0
184431,203669,0
184432,203670,0
184433,203671,0
184434,203672,0
184435,203673,0
184436,203674,0
184437,203675,0
184438,203676,0
184439,203677,0
184440,203678,0
184441,203679,0
184442,203680,0
184443,203681,0
184444,203682,0
184445,203683,0
184446,203684,0
184447,203685,0
184448,203686,0
184449,203687,0
184450,203688,0
184451,203689,0
184452,203690,0
184453,203691,0
184454,203692,0
184455,203693,0
184456,203694,0
184457,203695,0
184458,203696,0
184459,203697,0
184460,203698,0
184461,203699,0
184462,203700,0
184463,203701,0
184464,203702,0
184465,203703,0
184466,203704,0
184467,203705,0
184468,203706,0
184469,203707,0
184470,203708,0
184471,203709,0
184472,203710,0
184473,203711,0
184474,203712,0
184475,203713,0
184476,203714,0
184477,203715,0
184478,203716,0
184479,203717,0
184480,203718,0
184481,203719,0
184482,203720,0
184483,203721,0
184484,203722,0
184485,203723,0
184486,203724,0
184487,203725,0
184488,203726,0
184489,203727,0
184490,203728,0
184491,203729,0
184492,203730,0
184493,203731,0
184494,203732,0
184495,203733,0
184496,203734,0
184497,203735,0
184498,203736,0
184499,203737,0
184500,203738,0
184501,203739,0
184502,203740,0
184503,203741,0
184504,203742,0
184505,203743,0
184506,203744,0
184507,203745,0
184508,203746,0
184509,203747,0
184510,203748,0
184511,203749,0
184512,203750,0
184513,203751,0
184514,203752,0
184515,203753,0
184516,203754,0
184517,203755,0
184518,203756,0
184519,203757,0
184520,203758,0
184521,203759,0
184522,203760,0
184523,203761,0
184524,203762,0
184525,203763,0
184526,203764,0
184527,203765,0
184528,203766,0
184529,203767,0
184530,203768,0
184531,203769,0
184532,203770,0
184533,203771,0
184534,203772,0
184535,203773,0
184536,203774,0
184537,203775,0
184538,203776,0
184539,203777,0
184540,203778,0
184541,203779,0
184542,203780,0
184543,203781,0
184544,203782,0
184545,203783,0
184546,203784,0
184547,203785,0
184548,203786,0
184549,203787,0
184550,203788,0
184551,203789,0
184552,203790,0
184553,203791,0
184554,203792,0
184555,203793,0
184556,203794,0
184557,203795,0
184558,203796,0
184559,203797,0
184560,203798,0
184561,203799,0
184562,203800,0
184563,203801,0
184564,203802,0
184565,203803,0
184566,203804,0
184567,203805,0
184568,203806,0
184569,203807,0
184570,203808,0
184571,203809,0
184572,203810,0
184573,203811,0
184574,203812,0
184575,203813,0
184576,203814,0
184577,203815,0
184578,203816,0
184579,203817,0
184580,203818,0
184581,203819,0
184582,203820,0
184583,203821,0
184584,203822,0
184585,203823,0
184586,203824,0
184587,203825,0
184588,203826,0
184589,203827,0
184590,203828,0
184591,203829,0
184592,203830,0
184593,203831,0
184594,203832,0
184595,203833,0
184596,203834,0
184597,203835,0
184598,203836,0
184599,203837,0
184600,203838,0
184601,203839,0
184602,203840,0
184603,203841,0
184604,203842,0
184605,203843,0
184606,203844,0
184607,203845,0
184608,203846,0
184609,203847,0
184610,203848,0
184611,203849,0
184612,203850,0
184613,203851,0
184614,203852,0
184615,203853,0
184616,203854,0
184617,203855,0
184618,203856,0
184619,203857,0
184620,203858,0
184621,203859,0
184622,203860,0
184623,203861,0
184624,203862,0
184625,203863,0
184626,203864,0
184627,203865,0
184628,203866,0
184629,203867,0
184630,203868,0
184631,203869,0
184632,203870,0
184633,203871,0
184634,203872,0
184635,203873,0
184636,203874,0
184637,203875,0
184638,203876,0
184639,203877,0
184640,203878,0
184641,203879,0
184642,203880,0
184643,203881,0
184644,203882,0
184645,203883,0
184646,203884,0
184647,203885,0
184648,203886,0
184649,203887,0
184650,203888,0
184651,203889,0
184652,203890,0
184653,203891,0
184654,203892,0
184655,203893,0
184656,203894,0
184657,203895,0
184658,203896,0
184659,203897,0
184660,203898,0
184661,203899,0
184662,203900,0
184663,203901,0
184664,203902,0
184665,203903,0
184666,203904,0
184667,203905,0
184668,203906,0
184669,203907,0
184670,203908,0
184671,203909,0
184672,203910,0
184673,203911,0
184674,203912,0
184675,203913,0
184676,203914,0
184677,203915,0
184678,203916,0
184679,203917,0
184680,203918,0
184681,203919,0
184682,203920,0
184683,203921,0
184684,203922,0
184685,203923,0
184686,203924,0
184687,203925,0
184688,203926,0
184689,203927,0
184690,203928,0
184691,203929,0
184692,203930,0
184693,203931,0
184694,203932,0
184695,203933,0
184696,203934,0
184697,203935,0
184698,203936,0
184699,203937,0
184700,203938,0
184701,203939,0
184702,203940,0
184703,203941,0
184704,203942,0
184705,203943,0
184706,203944,0
184707,203945,0
184708,203946,0
184709,203947,0
184710,203948,0
184711,203949,0
184712,203950,0
184713,203951,0
184714,203952,0
184715,203953,0
184716,203954,0
184717,203955,0
184718,203956,0
184719,203957,0
184720,203958,0
184721,203959,0
184722,203960,0
184723,203961,0
184724,203962,0
184725,203963,0
184726,203964,0
184727,203965,0
184728,203966,0
184729,203967,0
184730,203968,0
184731,203969,0
184732,203970,0
184733,203971,0
184734,203972,0
184735,203973,0
184736,203974,0
184737,203975,0
184738,203976,0
184739,203977,0
184740,203978,0
184741,203979,0
184742,203980,0
184743,203981,0
184744,203982,0
184745,203983,0
184746,203984,0
184747,203985,0
184748,203986,0
184749,203987,0
184750,203988,0
184751,203989,0
184752,203990,0
184753,203991,0
184754,203992,0
184755,203993,0
184756,203994,0
184757,203995,0
184758,203996,0
184759,203997,0
184760,203998,0
184761,203999,0
184762,204000,0
184763,204001,0
184764,204002,0
184765,204003,0
184766,204004,0
184767,204005,0
184768,204006,0
184769,204007,0
184770,204008,0
184771,204009,0
184772,204010,0
184773,204011,0
184774,204012,0
184775,204013,0
184776,204014,0
184777,204015,0
184778,204016,0
184779,204017,0
184780,204018,0
184781,204019,0
184782,204020,0
184783,204021,0
184784,204022,0
184785,204023,0
184786,204024,0
184787,204025,0
184788,204026,0
184789,204027,0
184790,204028,0
184791,204029,0
184792,204030,0
184793,204031,0
184794,204032,0
184795,204033,0
184796,204034,0
184797,204035,0
184798,204036,0
184799,204037,0
184800,204038,0
184801,204039,0
184802,204040,0
184803,204041,0
184804,204042,0
184805,204043,0
184806,204044,0
184807,204045,0
184808,204046,0
184809,204047,0
184810,204048,0
184811,204049,0
184812,204050,0
184813,204051,0
184814,204052,0
184815,204053,0
184816,204054,0
184817,204055,0
184818,204056,0
184819,204057,0
184820,204058,0
184821,204059,0
184822,204060,0
184823,204061,0
184824,204062,0
184825,204063,0
184826,204064,0
184827,204065,0
184828,204066,0
184829,204067,0
184830,204068,0
184831,204069,0
184832,204070,0
184833,204071,0
184834,204072,0
184835,204073,0
184836,204074,0
184837,204075,0
184838,204076,0
184839,204077,0
184840,204078,0
184841,204079,0
184842,204080,0
184843,204081,0
184844,204082,0
184845,204083,0
184846,204084,0
184847,204085,0
184848,204086,0
184849,204087,0
184850,204088,0
184851,204089,0
184852,204090,0
184853,204091,0
184854,204092,0
184855,204093,0
184856,204094,0
184857,204095,0
184858,204096,0
184859,204097,0
184860,204098,0
184861,204099,0
184862,204100,0
184863,204101,0
184864,204102,0
184865,204103,0
184866,204104,0
184867,204105,0
184868,204106,0
184869,204107,0
184870,204108,0
184871,204109,0
184872,204110,0
184873,204111,0
184874,204112,0
184875,204113,0
184876,204114,0
184877,204115,0
184878,204116,0
184879,204117,0
184880,204118,0
184881,204119,0
184882,204120,0
184883,204121,0
184884,204122,0
184885,204123,0
184886,204124,0
184887,204125,0
184888,204126,0
184889,204127,0
184890,204128,0
184891,204129,0
184892,204130,0
184893,204131,0
184894,204132,0
184895,204133,0
184896,204134,0
184897,204135,0
184898,204136,0
184899,204137,0
184900,204138,0
184901,204139,0
184902,204140,0
184903,204141,0
184904,204142,0
184905,204143,0
184906,204144,0
184907,204145,0
184908,204146,0
184909,204147,0
184910,204148,0
184911,204149,0
184912,204150,0
184913,204151,0
184914,204152,0
184915,204153,0
184916,204154,0
184917,204155,0
184918,204156,0
184919,204157,0
184920,204158,0
184921,204159,0
184922,204160,0
184923,204161,0
184924,204162,0
184925,204163,0
184926,204164,0
184927,204165,0
184928,204166,0
184929,204167,0
184930,204168,0
184931,204169,0
184932,204170,0
184933,204171,0
184934,204172,0
184935,204173,0
184936,204174,0
184937,204175,0
184938,204176,0
184939,204177,0
184940,204178,0
184941,204179,0
184942,204180,0
184943,204181,0
184944,204182,0
184945,204183,0
184946,204184,0
184947,204185,0
184948,204186,0
184949,204187,0
184950,204188,0
184951,204189,0
184952,204190,0
184953,204191,0
184954,204192,0
184955,204193,0
184956,204194,0
184957,204195,0
184958,204196,0
184959,204197,0
184960,204198,0
184961,204199,0
184962,204200,0
184963,204201,0
184964,204202,0
184965,204203,0
184966,204204,0
184967,204205,0
184968,204206,0
184969,204207,0
184970,204208,0
184971,204209,0
184972,204210,0
184973,204211,0
184974,204212,0
184975,204213,0
184976,204214,0
184977,204215,0
184978,204216,0
184979,204217,0
184980,204218,0
184981,204219,0
184982,204220,0
184983,204221,0
184984,204222,0
184985,204223,0
184986,204224,0
184987,204225,0
184988,204226,0
184989,204227,0
184990,204228,0
184991,204229,0
184992,204230,0
184993,204231,0
184994,204232,0
184995,204233,0
184996,204234,0
184997,204235,0
184998,204236,0
184999,204237,0
185000,204238,0
185001,204239,0
185002,204240,0
185003,204241,0
185004,204242,0
185005,204243,0
185006,204244,0
185007,204245,0
185008,204246,0
185009,204247,0
185010,204248,0
185011,204249,0
185012,204250,0
185013,204251,0
185014,204252,0
185015,204253,0
185016,204254,0
185017,204255,0
185018,204256,0
185019,204257,0
185020,204258,0
185021,204259,0
185022,204260,0
185023,204261,0
185024,204262,0
185025,204263,0
185026,204264,0
185027,204265,0
185028,204266,0
185029,204267,0
185030,204268,0
185031,204269,0
185032,204270,0
185033,204271,0
185034,204272,0
185035,204273,0
185036,204274,0
185037,204275,0
185038,204276,0
185039,204277,0
185040,204278,0
185041,204279,0
185042,204280,0
185043,204281,0
185044,204282,0
185045,204283,0
185046,204284,0
185047,204285,0
185048,204286,0
185049,204287,0
185050,204288,0
185051,204289,0
185052,204290,0
185053,204291,0
185054,204292,0
185055,204293,0
185056,204294,0
185057,204295,0
185058,204296,0
185059,204297,0
185060,204298,0
185061,204299,0
185062,204300,0
185063,204301,0
185064,204302,0
185065,204303,0
185066,204304,0
185067,204305,0
185068,204306,0
185069,204307,0
185070,204308,0
185071,204309,0
185072,204310,0
185073,204311,0
185074,204312,0
185075,204313,0
185076,204314,0
185077,204315,0
185078,204316,0
185079,204317,0
185080,204318,0
185081,204319,0
185082,204320,0
185083,204321,0
185084,204322,0
185085,204323,0
185086,204324,0
185087,204325,0
185088,204326,0
185089,204327,0
185090,204328,0
185091,204329,0
185092,204330,0
185093,204331,0
185094,204332,0
185095,204333,0
185096,204334,0
185097,204335,0
185098,204336,0
185099,204337,0
185100,204338,0
185101,204339,0
185102,204340,0
185103,204341,0
185104,204342,0
185105,204343,0
185106,204344,0
185107,204345,0
185108,204346,0
185109,204347,0
185110,204348,0
185111,204349,0
185112,204350,0
185113,204351,0
185114,204352,0
185115,204353,0
185116,204354,0
185117,204355,0
185118,204356,0
185119,204357,0
185120,204358,0
185121,204359,0
185122,204360,0
185123,204361,0
185124,204362,0
185125,204363,0
185126,204364,0
185127,204365,0
185128,204366,0
185129,204367,0
185130,204368,0
185131,204369,0
185132,204370,0
185133,204371,0
185134,204372,0
185135,204373,0
185136,204374,0
185137,204375,0
185138,204376,0
185139,204377,0
185140,204378,0
185141,204379,0
185142,204380,0
185143,204381,0
185144,204382,0
185145,204383,0
185146,204384,0
185147,204385,0
185148,204386,0
185149,204387,0
185150,204388,0
185151,204389,0
185152,204390,0
185153,204391,0
185154,204392,0
185155,204393,0
185156,204394,0
185157,204395,0
185158,204396,0
185159,204397,0
185160,204398,0
185161,204399,0
185162,204400,0
185163,204401,0
185164,204402,0
185165,204403,0
185166,204404,0
185167,204405,0
185168,204406,0
185169,204407,0
185170,204408,0
185171,204409,0
185172,204410,0
185173,204411,0
185174,204412,0
185175,204413,0
185176,204414,0
185177,204415,0
185178,204416,0
185179,204417,0
185180,204418,0
185181,204419,0
185182,204420,0
185183,204421,0
185184,204422,0
185185,204423,0
185186,204424,0
185187,204425,0
185188,204426,0
185189,204427,0
185190,204428,0
185191,204429,0
185192,204430,0
185193,204431,0
185194,204432,0
185195,204433,0
185196,204434,0
185197,204435,0
185198,204436,0
185199,204437,0
185200,204438,0
185201,204439,0
185202,204440,0
185203,204441,0
185204,204442,0
185205,204443,0
185206,204444,0
185207,204445,0
185208,204446,0
185209,204447,0
185210,204448,0
185211,204449,0
185212,204450,0
185213,204451,0
185214,204452,0
185215,204453,0
185216,204454,0
185217,204455,0
185218,204456,0
185219,204457,0
185220,204458,0
185221,204459,0
185222,204460,0
185223,204461,0
185224,204462,0
185225,204463,0
185226,204464,0
185227,204465,0
185228,204466,0
185229,204467,0
185230,204468,0
185231,204469,0
185232,204470,0
185233,204471,0
185234,204472,0
185235,204473,0
185236,204474,0
185237,204475,0
185238,204476,0
185239,204477,0
185240,204478,0
185241,204479,0
185242,204480,0
185243,204481,0
185244,204482,0
185245,204483,0
185246,204484,0
185247,204485,0
185248,204486,0
185249,204487,0
185250,204488,0
185251,204489,0
185252,204490,0
185253,204491,0
185254,204492,0
185255,204493,0
185256,204494,0
185257,204495,0
185258,204496,0
185259,204497,0
185260,204498,0
185261,204499,0
185262,204500,0
185263,204501,0
185264,204502,0
185265,204503,0
185266,204504,0
185267,204505,0
185268,204506,0
185269,204507,0
185270,204508,0
185271,204509,0
185272,204510,0
185273,204511,0
185274,204512,0
185275,204513,0
185276,204514,0
185277,204515,0
185278,204516,0
185279,204517,0
185280,204518,0
185281,204519,0
185282,204520,0
185283,204521,0
185284,204522,0
185285,204523,0
185286,204524,0
185287,204525,0
185288,204526,0
185289,204527,0
185290,204528,0
185291,204529,0
185292,204530,0
185293,204531,0
185294,204532,0
185295,204533,0
185296,204534,0
185297,204535,0
185298,204536,0
185299,204537,0
185300,204538,0
185301,204539,0
185302,204540,0
185303,204541,0
185304,204542,0
185305,204543,0
185306,204544,0
185307,204545,0
185308,204546,0
185309,204547,0
185310,204548,0
185311,204549,0
185312,204550,0
185313,204551,0
185314,204552,0
185315,204553,0
185316,204554,0
185317,204555,0
185318,204556,0
185319,204557,0
185320,204558,0
185321,204559,0
185322,204560,0
185323,204561,0
185324,204562,0
185325,204563,0
185326,204564,0
185327,204565,0
185328,204566,0
185329,204567,0
185330,204568,0
185331,204569,0
185332,204570,0
185333,204571,0
185334,204572,0
185335,204573,0
185336,204574,0
185337,204575,0
185338,204576,0
185339,204577,0
185340,204578,0
185341,204579,0
185342,204580,0
185343,204581,0
185344,204582,0
185345,204583,0
185346,204584,0
185347,204585,0
185348,204586,0
185349,204587,0
185350,204588,0
185351,204589,0
185352,204590,0
185353,204591,0
185354,204592,0
185355,204593,0
185356,204594,0
185357,204595,0
185358,204596,0
185359,204597,0
185360,204598,0
185361,204599,0
185362,204600,0
185363,204601,0
185364,204602,0
185365,204603,0
185366,204604,0
185367,204605,0
185368,204606,0
185369,204607,0
185370,204608,0
185371,204609,0
185372,204610,0
185373,204611,0
185374,204612,0
185375,204613,0
185376,204614,0
185377,204615,0
185378,204616,0
185379,204617,0
185380,204618,0
185381,204619,0
185382,204620,0
185383,204621,0
185384,204622,0
185385,204623,0
185386,204624,0
185387,204625,0
185388,204626,0
185389,204627,0
185390,204628,0
185391,204629,0
185392,204630,0
185393,204631,0
185394,204632,0
185395,204633,0
185396,204634,0
185397,204635,0
185398,204636,0
185399,204637,0
185400,204638,0
185401,204639,0
185402,204640,0
185403,204641,0
185404,204642,0
185405,204643,0
185406,204644,0
185407,204645,0
185408,204646,0
185409,204647,0
185410,204648,0
185411,204649,0
186657,204650,0
186658,204651,0
186659,204652,0
186660,204653,0
186661,204654,0
186662,204655,0
186663,204656,0
186664,204657,0
186665,204658,0
186666,204659,0
186667,204660,0
186668,204661,0
186669,204662,0
186670,204663,0
186671,204664,0
186672,204665,0
186673,204666,0
186674,204667,0
186675,204668,0
186676,204669,0
186677,204670,0
186678,204671,0
186679,204672,0
186680,204673,0
186681,204674,0
186682,204675,0
186683,204676,0
186684,204677,0
186685,204678,0
186686,204679,0
186687,204680,0
186688,204681,0
186689,204682,0
186690,204683,0
186691,204684,0
186692,204685,0
186693,204686,0
186694,204687,0
186695,204688,0
186696,204689,0
186697,204690,0
186698,204691,0
186699,204692,0
186700,204693,0
186701,204694,0
186702,204695,0
186703,204696,0
186704,204697,0
186705,204698,0
186706,204699,0
186707,204700,0
186708,204701,0
186709,204702,0
186710,204703,0
186711,204704,0
186712,204705,0
186713,204706,0
186714,204707,0
186715,204708,0
186716,204709,0
186717,204710,0
186718,204711,0
186719,204712,0
186720,204713,0
186721,204714,0
186722,204715,0
186723,204716,0
186724,204717,0
186725,204718,0
186726,204719,0
186727,204720,0
186728,204721,0
186729,204722,0
186730,204723,0
186731,204724,0
186732,204725,0
186733,204726,0
186734,204727,0
186735,204728,0
186736,204729,0
186737,204730,0
186738,204731,0
186739,204732,0
186740,204733,0
186741,204734,0
186742,204735,0
186743,204736,0
186744,204737,0
186745,204738,0
186746,204739,0
186747,204740,0
186748,204741,0
186749,204742,0
186750,204743,0
186751,204744,0
186752,204745,0
186753,204746,0
186754,204747,0
186755,204748,0
186756,204749,0
186757,204750,0
186758,204751,0
186759,204752,0
186760,204753,0
186761,204754,0
186762,204755,0
186763,204756,0
186764,204757,0
186765,204758,0
186766,204759,0
186767,204760,0
186768,204761,0
186769,204762,0
186770,204763,0
186771,204764,0
186772,204765,0
186773,204766,0
186774,204767,0
186775,204768,0
186776,204769,0
186777,204770,0
186778,204771,0
186779,204772,0
186780,204773,0
186781,204774,0
186782,204775,0
186783,204776,0
186784,204777,0
186785,204778,0
186786,204779,0
186787,204780,0
186788,204781,0
186789,204782,0
186790,204783,0
186791,204784,0
186792,204785,0
186793,204786,0
186794,204787,0
186795,204788,0
186796,204789,0
186797,204790,0
186798,204791,0
186799,204792,0
186800,204793,0
186801,204794,0
186802,204795,0
186803,204796,0
186804,204797,0
186805,204798,0
186806,204799,0
186807,204800,0
186808,204801,0
186809,204802,0
186810,204803,0
186811,204804,0
186812,204805,0
186813,204806,0
186814,204807,0
186815,204808,0
186816,204809,0
186817,204810,0
186818,204811,0
186819,204812,0
186820,204813,0
186821,204814,0
186822,204815,0
186823,204816,0
186824,204817,0
186825,204818,0
186826,204819,0
186827,204820,0
186828,204821,0
186829,204822,0
186830,204823,0
186831,204824,0
186832,204825,0
186833,204826,0
186834,204827,0
186835,204828,0
186836,204829,0
186837,204830,0
186838,204831,0
186839,204832,0
186840,204833,0
186841,204834,0
186842,204835,0
186843,204836,0
186844,204837,0
186845,204838,0
186846,204839,0
186847,204840,0
186848,204841,0
186849,204842,0
186850,204843,0
186851,204844,0
186852,204845,0
186853,204846,0
186854,204847,0
186855,204848,0
186856,204849,0
186857,204850,0
186858,204851,0
186859,204852,0
186860,204853,0
186861,204854,0
186862,204855,0
186863,204856,0
186864,204857,0
186865,204858,0
186866,204859,0
186867,204860,0
186868,204861,0
186869,204862,0
186870,204863,0
186871,204864,0
186872,204865,0
186873,204866,0
186874,204867,0
186875,204868,0
186876,204869,0
186877,204870,0
186878,204871,0
186879,204872,0
186880,204873,0
186881,204874,0
186882,204875,0
186883,204876,0
186884,204877,0
186885,204878,0
186886,204879,0
186887,204880,0
186888,204881,0
186889,204882,0
186890,204883,0
186891,204884,0
186892,204885,0
186893,204886,0
186894,204887,0
186895,204888,0
186896,204889,0
186897,204890,0
186898,204891,0
186899,204892,0
186900,204893,0
186901,204894,0
186902,204895,0
186903,204896,0
186904,204897,0
186905,204898,0
186906,204899,0
186907,204900,0
186908,204901,0
186909,204902,0
186910,204903,0
186911,204904,0
186912,204905,0
186913,204906,0
186914,204907,0
186915,204908,0
186916,204909,0
186917,204910,0
186918,204911,0
186919,204912,0
186920,204913,0
186921,204914,0
186922,204915,0
186923,204916,0
186924,204917,0
186925,204918,0
186926,204919,0
186927,204920,0
186928,204921,0
186929,204922,0
186930,204923,0
186931,204924,0
186932,204925,0
186933,204926,0
186934,204927,0
186935,204928,0
186936,204929,0
186937,204930,0
186938,204931,0
186939,204932,0
186940,204933,0
186941,204934,0
186942,204935,0
186943,204936,0
186944,204937,0
186945,204938,0
186946,204939,0
186947,204940,0
186948,204941,0
186949,204942,0
186950,204943,0
186951,204944,0
186952,204945,0
186953,204946,0
186954,204947,0
186955,204948,0
186956,204949,0
186957,204950,0
186958,204951,0
186959,204952,0
186960,204953,0
186961,204954,0
186962,204955,0
186963,204956,0
186964,204957,0
186965,204958,0
186966,204959,0
186967,204960,0
186968,204961,0
186969,204962,0
186970,204963,0
186971,204964,0
186972,204965,0
186973,204966,0
186974,204967,0
186975,204968,0
186976,204969,0
186977,204970,0
186978,204971,0
186979,204972,0
186980,204973,0
186981,204974,0
186982,204975,0
186983,204976,0
186984,204977,0
186985,204978,0
186986,204979,0
186987,204980,0
186988,204981,0
186989,204982,0
186990,204983,0
186991,204984,0
186992,204985,0
186993,204986,0
186994,204987,0
186995,204988,0
186996,204989,0
186997,204990,0
186998,204991,0
186999,204992,0
187000,204993,0
187001,204994,0
187002,204995,0
187003,204996,0
187004,204997,0
187005,204998,0
187006,204999,0
187007,205000,0
187008,205001,0
187009,205002,0
187010,205003,0
187011,205004,0
187012,205005,0
187013,205006,0
187014,205007,0
187015,205008,0
187016,205009,0
187017,205010,0
187018,205011,0
187019,205012,0
187020,205013,0
187021,205014,0
187022,205015,0
187023,205016,0
187024,205017,0
187025,205018,0
187026,205019,0
187027,205020,0
187028,205021,0
187029,205022,0
187030,205023,0
187031,205024,0
187032,205025,0
187033,205026,0
187034,205027,0
187035,205028,0
187036,205029,0
187037,205030,0
187038,205031,0
187039,205032,0
187040,205033,0
187041,205034,0
187042,205035,0
187043,205036,0
187044,205037,0
187045,205038,0
187046,205039,0
187047,205040,0
187048,205041,0
187049,205042,0
187050,205043,0
187051,205044,0
187052,205045,0
187053,205046,0
187054,205047,0
187055,205048,0
187056,205049,0
187057,205050,0
187058,205051,0
187059,205052,0
187060,205053,0
187061,205054,0
187062,205055,0
187063,205056,0
187064,205057,0
187065,205058,0
187066,205059,0
187067,205060,0
187068,205061,0
187069,205062,0
187070,205063,0
187071,205064,0
187072,205065,0
187073,205066,0
187074,205067,0
187075,205068,0
187076,205069,0
187077,205070,0
187078,205071,0
187079,205072,0
187080,205073,0
187081,205074,0
187082,205075,0
187083,205076,0
187084,205077,0
187085,205078,0
187086,205079,0
187087,205080,0
187088,205081,0
187089,205082,0
187090,205083,0
187091,205084,0
187092,205085,0
187093,205086,0
187094,205087,0
187095,205088,0
187096,205089,0
187097,205090,0
187098,205091,0
187099,205092,0
187100,205093,0
187101,205094,0
187102,205095,0
187103,205096,0
187104,205097,0
187105,205098,0
187106,205099,0
187107,205100,0
187108,205101,0
187109,205102,0
187110,205103,0
187111,205104,0
187112,205105,0
187113,205106,0
187114,205107,0
187115,205108,0
187116,205109,0
187117,205110,0
187118,205111,0
187119,205112,0
187120,205113,0
187121,205114,0
187122,205115,0
187123,205116,0
187124,205117,0
187125,205118,0
187126,205119,0
187127,205120,0
187128,205121,0
187129,205122,0
187130,205123,0
187131,205124,0
187132,205125,0
187133,205126,0
187134,205127,0
187135,205128,0
187136,205129,0
187137,205130,0
187138,205131,0
187139,205132,0
