Old comb Id,New comb Id,Image id
99306,199672,0
35343,199673,0
35344,199674,0
35345,199675,0
35204,199676,0
35205,199677,0
31940,199678,0
31941,199679,0
40151,199680,0
40152,199681,0
40153,199682,0
40154,199683,0
40155,199684,0
40156,199685,0
40157,199686,0
40158,199687,0
40159,199688,0
40160,199689,0
153329,199690,0
153330,199691,0
153331,199692,0
153332,199693,0
153333,199694,0
153334,199695,0
153335,199696,0
153336,199697,0
153337,199698,0
153338,199699,0
153339,199700,0
153340,199701,0
153341,199702,0
153342,199703,0
153343,199704,0
153344,199705,0
153345,199706,0
153346,199707,0
153347,199708,0
153348,199709,0
153349,199710,0
153350,199711,0
153351,199712,0
153352,199713,0
182822,199714,0
182823,199715,0
182824,199716,0
182826,199717,0
182827,199718,0
182829,199719,0
182830,199720,0
182831,199721,0
182833,199722,0
182834,199723,0
182836,199724,0
182837,199725,0
182838,199726,0
182840,199727,0
182841,199728,0
182843,199729,0
182844,199730,0
182846,199731,0
182847,199732,0
182848,199733,0
182850,199734,0
182851,199735,0
182853,199736,0
182854,199737,0
182855,199738,0
182857,199739,0
182858,199740,0
182860,199741,0
182861,199742,0
182862,199743,0
182864,199744,0
182865,199745,0
182867,199746,0
182868,199747,0
182869,199748,0
182871,199749,0
182872,199750,0
182874,199751,0
182875,199752,0
182876,199753,0
182878,199754,0
182879,199755,0
182881,199756,0
182882,199757,0
182883,199758,0
182885,199759,0
182886,199760,0
182888,199761,0
182889,199762,0
182890,199763,0
182892,199764,0
182893,199765,0
182895,199766,0
182896,199767,0
182897,199768,0
182899,199769,0
182900,199770,0
182902,199771,0
182903,199772,0
182904,199773,0
182906,199774,0
182907,199775,0
182908,199776,0
182910,199777,0
182911,199778,0
182913,199779,0
182914,199780,0
182915,199781,0
182917,199782,0
182918,199783,0
182920,199784,0
182921,199785,0
121124,199786,0
121125,199787,0
121126,199788,0
121127,199789,0
121128,199790,0
121129,199791,0
121130,199792,0
121131,199793,0
121132,199794,0
121133,199795,0
121134,199796,0
121135,199797,0
121136,199798,0
121137,199799,0
121138,199800,0
121139,199801,0
121140,199802,0
121141,199803,0
121142,199804,0
121143,199805,0
121144,199806,0
121145,199807,0
121146,199808,0
121147,199809,0
121148,199810,0
121149,199811,0
121150,199812,0
121151,199813,0
121152,199814,0
121153,199815,0
121154,199816,0
121155,199817,0
121156,199818,0
121157,199819,0
121158,199820,0
121159,199821,0
121160,199822,0
121161,199823,0
121162,199824,0
121163,199825,0
121164,199826,0
121165,199827,0
121166,199828,0
121167,199829,0
121168,199830,0
121169,199831,0
121170,199832,0
121171,199833,0
121172,199834,0
121173,199835,0
121174,199836,0
121175,199837,0
121176,199838,0
121177,199839,0
121178,199840,0
121179,199841,0
121180,199842,0
121181,199843,0
121182,199844,0
121183,199845,0
121184,199846,0
121185,199847,0
121186,199848,0
121187,199849,0
121188,199850,0
121189,199851,0
121190,199852,0
121191,199853,0
121192,199854,0
121193,199855,0
121194,199856,0
121195,199857,0
121196,199858,0
121197,199859,0
121198,199860,0
121199,199861,0
121200,199862,0
121201,199863,0
121202,199864,0
121203,199865,0
121204,199866,0
121205,199867,0
121206,199868,0
121207,199869,0
121208,199870,0
121209,199871,0
121210,199872,0
121211,199873,0
121212,199874,0
121213,199875,0
121214,199876,0
121215,199877,0
121216,199878,0
121217,199879,0
121218,199880,0
121219,199881,0
121220,199882,0
121221,199883,0
121222,199884,0
121223,199885,0
121224,199886,0
121225,199887,0
121226,199888,0
121227,199889,0
121228,199890,0
121229,199891,0
121230,199892,0
121231,199893,0
121232,199894,0
121233,199895,0
121234,199896,0
121235,199897,0
121236,199898,0
121237,199899,0
121238,199900,0
121239,199901,0
121240,199902,0
121241,199903,0
121242,199904,0
121243,199905,0
121244,199906,0
121245,199907,0
121246,199908,0
121247,199909,0
121248,199910,0
121249,199911,0
121250,199912,0
121251,199913,0
121252,199914,0
121253,199915,0
121254,199916,0
121255,199917,0
121256,199918,0
121257,199919,0
121258,199920,0
121259,199921,0
121260,199922,0
121261,199923,0
121262,199924,0
121263,199925,0
121264,199926,0
121265,199927,0
121266,199928,0
121267,199929,0
121268,199930,0
121269,199931,0
121270,199932,0
121271,199933,0
121272,199934,0
121273,199935,0
121274,199936,0
121275,199937,0
121276,199938,0
121277,199939,0
121278,199940,0
121279,199941,0
121280,199942,0
121281,199943,0
121282,199944,0
121283,199945,0
121284,199946,0
121285,199947,0
121286,199948,0
121287,199949,0
121288,199950,0
121289,199951,0
121290,199952,0
121291,199953,0
121292,199954,0
121293,199955,0
121294,199956,0
121295,199957,0
121296,199958,0
121297,199959,0
121298,199960,0
121299,199961,0
121300,199962,0
121301,199963,0
121302,199964,0
121303,199965,0
157244,199966,0
157245,199967,0
157246,199968,0
157247,199969,0
157248,199970,0
157249,199971,0
157250,199972,0
157251,199973,0
157252,199974,0
157253,199975,0
157254,199976,0
157255,199977,0
157256,199978,0
157257,199979,0
157258,199980,0
157259,199981,0
157260,199982,0
157261,199983,0
157262,199984,0
157263,199985,0
157264,199986,0
157265,199987,0
157266,199988,0
157267,199989,0
157268,199990,0
157269,199991,0
157270,199992,0
157271,199993,0
157272,199994,0
157273,199995,0
157274,199996,0
157275,199997,0
157276,199998,0
157277,199999,0
157278,200000,0
157279,200001,0
157280,200002,0
157281,200003,0
157282,200004,0
157283,200005,0
157284,200006,0
157285,200007,0
157286,200008,0
157287,200009,0
157288,200010,0
157289,200011,0
157290,200012,0
157291,200013,0
179468,200014,0
179470,200015,0
179471,200016,0
179473,200017,0
179474,200018,0
179476,200019,0
179478,200020,0
179479,200021,0
179481,200022,0
179482,200023,0
179484,200024,0
179486,200025,0
179487,200026,0
179489,200027,0
179490,200028,0
179492,200029,0
179494,200030,0
179495,200031,0
179497,200032,0
179498,200033,0
179500,200034,0
179502,200035,0
179503,200036,0
179505,200037,0
179506,200038,0
179508,200039,0
179510,200040,0
179511,200041,0
179513,200042,0
179514,200043,0
179516,200044,0
179518,200045,0
179519,200046,0
179521,200047,0
179522,200048,0
179524,200049,0
179526,200050,0
179527,200051,0
179529,200052,0
179530,200053,0
179532,200054,0
179534,200055,0
179535,200056,0
179537,200057,0
179538,200058,0
179540,200059,0
179542,200060,0
179543,200061,0
179545,200062,0
179546,200063,0
179548,200064,0
179550,200065,0
179551,200066,0
179553,200067,0
179554,200068,0
179556,200069,0
179558,200070,0
179559,200071,0
179561,200072,0
179562,200073,0
179564,200074,0
179566,200075,0
179567,200076,0
179569,200077,0
179570,200078,0
179572,200079,0
179573,200080,0
179575,200081,0
179577,200082,0
179578,200083,0
179580,200084,0
179581,200085,0
179583,200086,0
179585,200087,0
179586,200088,0
179588,200089,0
179589,200090,0
179591,200091,0
179593,200092,0
179594,200093,0
179596,200094,0
179597,200095,0
179599,200096,0
179600,200097,0
179602,200098,0
179604,200099,0
179605,200100,0
179607,200101,0
179608,200102,0
179610,200103,0
179612,200104,0
179613,200105,0
179615,200106,0
179616,200107,0
179618,200108,0
179620,200109,0
121064,200110,0
121065,200111,0
121066,200112,0
121067,200113,0
121068,200114,0
121069,200115,0
121070,200116,0
121071,200117,0
121072,200118,0
121073,200119,0
121074,200120,0
121075,200121,0
121076,200122,0
121077,200123,0
121078,200124,0
121079,200125,0
121080,200126,0
121081,200127,0
121082,200128,0
121083,200129,0
121084,200130,0
121085,200131,0
121086,200132,0
121087,200133,0
121088,200134,0
121089,200135,0
121090,200136,0
121091,200137,0
121092,200138,0
121093,200139,0
121094,200140,0
121095,200141,0
121096,200142,0
121097,200143,0
121098,200144,0
121099,200145,0
121100,200146,0
121101,200147,0
121102,200148,0
121103,200149,0
121104,200150,0
121105,200151,0
121106,200152,0
121107,200153,0
121108,200154,0
121109,200155,0
121110,200156,0
121111,200157,0
121112,200158,0
121113,200159,0
121114,200160,0
121115,200161,0
121116,200162,0
121117,200163,0
21593,200164,0
21594,200165,0
98484,200166,0
98485,200167,0
98486,200168,0
98487,200169,0
98488,200170,0
98489,200171,0
98490,200172,0
98491,200173,0
98492,200174,0
98493,200175,0
98494,200176,0
98495,200177,0
98496,200178,0
98497,200179,0
98498,200180,0
98499,200181,0
49390,200182,0
49391,200183,0
49392,200184,0
35199,200185,0
35200,200186,0
31304,200187,0
31305,200188,0
31961,200189,0
31962,200190,0
49387,200191,0
49388,200192,0
49389,200193,0
120846,200194,0
120847,200195,0
120848,200196,0
120849,200197,0
120850,200198,0
120851,200199,0
33595,200200,0
33596,200201,0
33626,200202,0
33627,200203,0
33597,200204,0
33598,200205,0
158828,200206,0
158829,200207,0
158830,200208,0
158831,200209,0
158832,200210,0
158833,200211,0
158834,200212,0
158835,200213,0
158836,200214,0
158837,200215,0
21755,200216,0
21756,200217,0
21757,200218,0
21758,200219,0
21759,200220,0
21760,200221,0
121419,200222,0
121420,200223,0
121421,200224,0
121422,200225,0
121424,200226,0
121425,200227,0
121426,200228,0
121427,200229,0
121429,200230,0
121430,200231,0
121431,200232,0
121432,200233,0
121434,200234,0
121435,200235,0
121436,200236,0
121437,200237,0
121439,200238,0
121440,200239,0
121441,200240,0
121442,200241,0
121444,200242,0
121445,200243,0
121446,200244,0
121447,200245,0
51482,200246,0
51483,200247,0
51484,200248,0
51485,200249,0
51486,200250,0
51487,200251,0
51488,200252,0
161342,200253,0
161343,200254,0
161344,200255,0
161345,200256,0
161346,200257,0
161347,200258,0
161348,200259,0
161349,200260,0
161350,200261,0
161351,200262,0
161352,200263,0
161353,200264,0
161354,200265,0
161355,200266,0
161356,200267,0
161357,200268,0
161358,200269,0
161359,200270,0
161360,200271,0
161361,200272,0
161362,200273,0
161363,200274,0
161364,200275,0
161365,200276,0
161366,200277,0
161367,200278,0
161368,200279,0
161369,200280,0
161370,200281,0
161371,200282,0
161372,200283,0
161373,200284,0
161374,200285,0
161375,200286,0
161376,200287,0
161377,200288,0
161378,200289,0
161379,200290,0
161380,200291,0
161381,200292,0
161382,200293,0
161383,200294,0
161384,200295,0
161385,200296,0
161386,200297,0
161387,200298,0
161388,200299,0
161389,200300,0
161390,200301,0
161391,200302,0
161392,200303,0
161393,200304,0
161394,200305,0
161395,200306,0
161396,200307,0
161397,200308,0
161398,200309,0
161399,200310,0
161400,200311,0
161401,200312,0
161402,200313,0
161403,200314,0
161404,200315,0
161405,200316,0
161406,200317,0
161407,200318,0
161408,200319,0
161409,200320,0
161410,200321,0
161411,200322,0
161412,200323,0
161413,200324,0
161414,200325,0
161415,200326,0
161416,200327,0
161417,200328,0
161418,200329,0
161419,200330,0
161420,200331,0
161421,200332,0
161422,200333,0
161423,200334,0
161424,200335,0
161425,200336,0
161426,200337,0
161427,200338,0
161428,200339,0
161429,200340,0
161430,200341,0
161431,200342,0
161432,200343,0
161433,200344,0
161434,200345,0
161435,200346,0
161436,200347,0
161437,200348,0
161438,200349,0
161439,200350,0
161440,200351,0
161441,200352,0
161442,200353,0
161443,200354,0
161444,200355,0
161445,200356,0
161446,200357,0
161447,200358,0
161448,200359,0
161449,200360,0
161450,200361,0
161451,200362,0
161452,200363,0
161453,200364,0
161454,200365,0
161455,200366,0
161456,200367,0
161457,200368,0
161458,200369,0
161459,200370,0
161460,200371,0
161461,200372,0
161462,200373,0
161463,200374,0
161464,200375,0
161465,200376,0
161466,200377,0
161467,200378,0
161468,200379,0
161469,200380,0
161470,200381,0
161471,200382,0
161472,200383,0
161473,200384,0
161474,200385,0
161475,200386,0
161476,200387,0
161477,200388,0
161478,200389,0
161479,200390,0
161480,200391,0
161481,200392,0
161482,200393,0
161483,200394,0
161484,200395,0
161485,200396,0
161486,200397,0
161487,200398,0
161488,200399,0
161489,200400,0
161490,200401,0
161491,200402,0
161492,200403,0
161493,200404,0
161494,200405,0
161495,200406,0
161496,200407,0
161497,200408,0
161498,200409,0
161499,200410,0
161500,200411,0
161501,200412,0
161502,200413,0
161503,200414,0
161504,200415,0
161505,200416,0
161506,200417,0
161507,200418,0
161508,200419,0
161509,200420,0
161510,200421,0
161511,200422,0
161512,200423,0
161513,200424,0
161514,200425,0
161515,200426,0
161516,200427,0
161517,200428,0
161518,200429,0
161519,200430,0
161520,200431,0
161521,200432,0
59629,200433,0
59630,200434,0
59631,200435,0
59632,200436,0
59633,200437,0
59634,200438,0
59635,200439,0
59636,200440,0
59637,200441,0
59638,200442,0
59639,200443,0
59640,200444,0
59641,200445,0
59642,200446,0
59643,200447,0
59644,200448,0
165707,200449,0
165708,200450,0
165709,200451,0
165710,200452,0
165711,200453,0
165712,200454,0
165713,200455,0
165714,200456,0
56930,200457,0
56931,200458,0
51489,200459,0
51490,200460,0
51491,200461,0
55001,200462,0
55002,200463,0
55003,200464,0
55004,200465,0
55005,200466,0
55006,200467,0
55007,200468,0
55008,200469,0
55009,200470,0
55010,200471,0
55011,200472,0
55012,200473,0
55013,200474,0
55014,200475,0
55015,200476,0
55016,200477,0
55017,200478,0
55018,200479,0
55019,200480,0
55020,200481,0
55021,200482,0
55022,200483,0
55023,200484,0
55024,200485,0
55025,200486,0
55026,200487,0
55027,200488,0
55028,200489,0
55029,200490,0
55030,200491,0
55031,200492,0
55032,200493,0
55033,200494,0
55034,200495,0
55035,200496,0
55036,200497,0
55037,200498,0
55038,200499,0
55039,200500,0
55040,200501,0
55041,200502,0
55042,200503,0
55043,200504,0
55044,200505,0
55045,200506,0
55046,200507,0
55047,200508,0
55048,200509,0
55049,200510,0
55050,200511,0
55051,200512,0
55052,200513,0
55053,200514,0
55054,200515,0
55055,200516,0
55056,200517,0
55057,200518,0
55058,200519,0
55059,200520,0
55060,200521,0
55061,200522,0
55062,200523,0
55063,200524,0
55064,200525,0
55065,200526,0
55066,200527,0
55067,200528,0
55068,200529,0
55069,200530,0
55070,200531,0
55071,200532,0
